Transaction_ID,Farmer_ID,Buyer_ID,Commodity,Variety,Grade,Quantity,Farmer_District,Buyer_District,Distance_KM,Market_Price,Offered_Price,Final_Price,Transaction_Date,Payment_Status,Transaction_Status,Is_Synthetic,Is_Anomaly,Anomaly_Type
TX-000810,FARMER-503,BUYER-145,Potato,Lauvkar,Grade A,5864.0,Pune,Surat,128.4,23.58,24.08,24.38,2025-09-02,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000811,FARMER-197,BUYER-193,Onion,Red,Grade C,2653.0,Surat,Gondal,61.1,25.33,25.68,25.95,2025-11-12,COMPLETED,COMPLETED,True,False,NORMAL
TX-000812,FARMER-605,BUYER-114,Mustard,Yellow,Grade B,2970.0,Rajkot,Lasalgaon,181.6,54.61,52.52,53.06,2025-11-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000813,FARMER-658,BUYER-177,Cotton,Long Staple,Grade A,2115.0,Indore,Ujjain,55.5,73.16,71.3,71.87,2026-01-14,COMPLETED,COMPLETED,True,False,NORMAL
TX-000814,FARMER-875,BUYER-53,Onion,Garhwa,Grade B,1165.0,Indore,Gondal,38.6,30.02,30.75,30.31,2025-08-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-000815,FARMER-528,BUYER-152,Tomato,Hybrid,Grade A,2989.0,Nashik,Ujjain,100.9,30.01,29.41,29.63,2025-07-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-000816,FARMER-831,BUYER-145,Rice,Sona Masoori,Grade B,6585.0,Ahmedabad,Ahmedabad,18.2,38.12,38.37,37.71,2025-08-31,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000817,FARMER-419,BUYER-229,Wheat,Lokwan,Grade B,4672.0,Lasalgaon,Gondal,43.4,24.72,24.07,24.44,2025-08-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-000818,FARMER-114,BUYER-99,Rice,Sona Masoori,Grade B,6143.0,Agra,Nashik,110.8,36.42,35.96,36.19,2026-01-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-000819,FARMER-256,BUYER-76,Wheat,Sharbati,Grade A,4858.0,Ahmedabad,Ujjain,159.2,27.38,27.75,27.87,2026-01-28,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000820,FARMER-854,BUYER-207,Soyabean,JS-335,Grade A,3612.0,Surat,Gondal,234.5,51.79,50.41,50.05,2025-11-11,COMPLETED,COMPLETED,True,False,NORMAL
TX-000821,FARMER-153,BUYER-85,Soyabean,Yellow,Grade B,1741.0,Ujjain,Gondal,83.0,46.68,46.7,46.35,2025-07-21,COMPLETED,COMPLETED,True,False,NORMAL
TX-000822,FARMER-643,BUYER-70,Wheat,Lokwan,Grade C,6802.0,Ahmedabad,Pune,153.3,21.48,21.16,21.5,2025-09-08,COMPLETED,COMPLETED,True,False,NORMAL
TX-000823,FARMER-282,BUYER-56,Cotton,Medium Staple,Grade B,1711.0,Pune,Surat,165.7,73.02,71.41,70.01,2025-04-08,COMPLETED,COMPLETED,True,False,NORMAL
TX-000824,FARMER-638,BUYER-99,Tomato,Desi,Grade A,554.0,Lasalgaon,Nashik,55.0,29.85,28.96,28.94,2025-01-07,COMPLETED,COMPLETED,True,False,NORMAL
TX-000825,FARMER-812,BUYER-230,Rice,Sona Masoori,Grade B,6812.0,Rajkot,Indore,249.4,36.2,35.24,35.45,2025-11-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-000826,FARMER-206,BUYER-59,Cotton,BT Cotton,Grade B,2997.0,Ahmedabad,Ahmedabad,13.8,75.84,77.86,76.61,2025-03-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000827,FARMER-973,BUYER-99,Tomato,Hybrid,Grade B,2590.0,Lasalgaon,Ahmedabad,229.3,27.25,14.06,14.06,2025-10-28,PENDING,REJECTED,True,True,EXTREME_LOW_OFFER
TX-000828,FARMER-526,BUYER-220,Tomato,Local,Grade A,2355.0,Ahmedabad,Nashik,48.5,31.89,32.6,32.48,2025-08-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-000829,FARMER-962,BUYER-50,Rice,Sona Masoori,Grade B,1265.0,Indore,Agra,213.9,35.71,35.74,35.15,2025-02-14,COMPLETED,COMPLETED,True,False,NORMAL
TX-000830,FARMER-290,BUYER-131,Tomato,Local,Grade B,887.0,Lasalgaon,Indore,47.9,26.51,26.39,26.86,2026-01-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-000831,FARMER-865,BUYER-243,Onion,White,Grade A,3647.0,Ahmedabad,Nashik,60.9,32.73,34.1,33.69,2025-06-11,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000832,FARMER-365,BUYER-228,Soyabean,Yellow,Grade A,1856.0,Lasalgaon,Lasalgaon,199.9,49.98,50.81,49.87,2025-09-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-000833,FARMER-494,BUYER-89,Wheat,Kalyan,Grade B,5451.0,Nashik,Surat,105.3,24.85,25.63,25.64,2025-09-15,COMPLETED,COMPLETED,True,False,NORMAL
TX-000834,FARMER-323,BUYER-169,Rice,Basmati,Grade C,3861.0,Ahmedabad,Indore,60.8,32.35,32.92,33.45,2025-10-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-000835,FARMER-207,BUYER-211,Cotton,BT Cotton,Grade A,2164.0,Lasalgaon,Gondal,71.2,79.57,80.24,78.71,2025-07-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000836,FARMER-567,BUYER-201,Mustard,Pusa Bold,Grade A,2969.0,Nashik,Lasalgaon,56.0,57.07,56.74,57.6,2025-09-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-000837,FARMER-619,BUYER-77,Mustard,Yellow,Grade B,3353.0,Pune,Agra,36.3,56.16,55.89,56.33,2025-09-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-000838,FARMER-681,BUYER-242,Onion,Red,Grade B,4027.0,Rajkot,Gondal,38.1,31.29,31.27,31.22,2026-01-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-000839,FARMER-305,BUYER-94,Rice,Sona Masoori,Grade A,2035.0,Surat,Pune,49.8,40.49,41.2,40.38,2025-05-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-000840,FARMER-202,BUYER-170,Mustard,Pusa Bold,Grade A,1811.0,Pune,Indore,185.4,55.4,55.15,56.11,2026-01-26,COMPLETED,COMPLETED,True,False,NORMAL
TX-000841,FARMER-434,BUYER-122,Mustard,Pusa Bold,Grade A,529.0,Indore,Agra,35.9,60.57,59.93,59.93,2025-11-08,COMPLETED,COMPLETED,True,False,NORMAL
TX-000842,FARMER-713,BUYER-242,Mustard,Black,Grade B,742.0,Surat,Rajkot,437.1,56.64,55.66,54.88,2025-08-11,COMPLETED,COMPLETED,True,False,NORMAL
TX-000843,FARMER-791,BUYER-173,Tomato,Hybrid,Grade C,1439.0,Ahmedabad,Pune,180.1,24.74,23.96,23.58,2025-02-24,COMPLETED,COMPLETED,True,False,NORMAL
TX-000844,FARMER-922,BUYER-53,Onion,White,Grade A,2732.0,Indore,Rajkot,137.0,32.78,33.84,33.51,2025-12-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-000845,FARMER-718,BUYER-165,Cotton,Medium Staple,Grade B,3455.0,Lasalgaon,Gondal,202.8,71.73,71.32,70.32,2025-08-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-000846,FARMER-824,BUYER-201,Rice,Basmati,Grade B,4494.0,Indore,Pune,40.7,37.99,39.74,39.02,2025-05-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-000847,FARMER-478,BUYER-114,Mustard,Yellow,Grade B,2754.0,Rajkot,Ujjain,88.8,54.93,53.13,53.42,2025-05-31,COMPLETED,COMPLETED,True,False,NORMAL
TX-000848,FARMER-465,BUYER-237,Tomato,Desi,Grade B,971.0,Gondal,Ujjain,50.8,29.19,29.54,29.36,2026-01-08,COMPLETED,COMPLETED,True,False,NORMAL
TX-000849,FARMER-732,BUYER-112,Soyabean,JS-335,Grade A,1928.0,Ahmedabad,Agra,244.9,47.82,46.25,46.67,2025-11-23,COMPLETED,COMPLETED,True,False,NORMAL
TX-000850,FARMER-752,BUYER-241,Rice,Sona Masoori,Grade B,1696.0,Nashik,Gondal,214.1,33.99,35.02,35.71,2025-08-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-000851,FARMER-652,BUYER-112,Tomato,Hybrid,Grade B,881.0,Pune,Nashik,212.5,29.06,29.19,29.07,2026-02-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000852,FARMER-391,BUYER-119,Tomato,Hybrid,Grade A,2412.0,Ahmedabad,Nashik,88.8,29.19,29.85,29.52,2025-11-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000853,FARMER-326,BUYER-66,Rice,Common,Grade B,5875.0,Agra,Pune,169.6,35.82,35.97,35.74,2025-06-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-000854,FARMER-942,BUYER-163,Onion,White,Grade C,2695.0,Ujjain,Ahmedabad,178.1,26.71,27.25,26.79,2025-05-11,COMPLETED,COMPLETED,True,False,NORMAL
TX-000855,FARMER-453,BUYER-71,Wheat,Kalyan,Grade C,3458.0,Nashik,Lasalgaon,54.5,23.24,23.78,23.64,2025-08-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-000856,FARMER-883,BUYER-55,Rice,Common,Grade B,6933.0,Pune,Ujjain,59.0,34.06,33.32,32.94,2025-11-07,COMPLETED,COMPLETED,True,False,NORMAL
TX-000857,FARMER-396,BUYER-95,Onion,Garhwa,Grade C,2930.0,Lasalgaon,Surat,122.0,27.1,27.99,28.17,2025-11-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000858,FARMER-748,BUYER-245,Cotton,Long Staple,Grade B,1873.0,Pune,Indore,196.5,69.18,69.22,68.33,2025-05-27,COMPLETED,COMPLETED,True,False,NORMAL
TX-000859,FARMER-645,BUYER-135,Soyabean,NRC-37,Grade A,4120.0,Pune,Agra,173.7,50.21,51.13,50.39,2025-08-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000860,FARMER-182,BUYER-203,Mustard,Black,Grade A,1100.0,Agra,Indore,180.6,61.66,62.58,62.3,2025-07-09,COMPLETED,COMPLETED,True,False,NORMAL
TX-000861,FARMER-297,BUYER-91,Soyabean,Yellow,Grade B,1381.0,Indore,Surat,101.0,48.4,46.84,46.76,2025-05-31,COMPLETED,COMPLETED,True,False,NORMAL
TX-000862,FARMER-554,BUYER-111,Onion,White,Grade B,911.0,Agra,Lasalgaon,221.9,30.92,31.65,31.96,2025-03-23,COMPLETED,COMPLETED,True,False,NORMAL
TX-000863,FARMER-516,BUYER-183,Soyabean,Yellow,Grade A,2110.0,Nashik,Ujjain,56.6,49.04,51.79,51.66,2026-02-02,COMPLETED,COMPLETED,True,False,NORMAL
TX-000864,FARMER-161,BUYER-124,Mustard,Pusa Bold,Grade B,1463.0,Ujjain,Indore,54.3,56.57,59.02,59.21,2025-03-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-000865,FARMER-839,BUYER-93,Cotton,Medium Staple,Grade B,997.0,Surat,Indore,76.2,73.47,75.56,76.19,2025-02-19,COMPLETED,COMPLETED,True,False,NORMAL
TX-000866,FARMER-875,BUYER-116,Cotton,Medium Staple,Grade B,1657.0,Indore,Nashik,155.0,76.01,74.11,72.7,2025-11-01,COMPLETED,COMPLETED,True,False,NORMAL
TX-000867,FARMER-677,BUYER-142,Rice,Sona Masoori,Grade C,1529.0,Nashik,Indore,186.9,32.46,33.34,32.87,2025-12-11,COMPLETED,COMPLETED,True,False,NORMAL
TX-000868,FARMER-493,BUYER-115,Wheat,Lokwan,Grade C,4999.0,Ahmedabad,Agra,32.7,21.42,22.18,22.1,2025-07-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-000869,FARMER-274,BUYER-138,Onion,Garhwa,Grade C,1846.0,Lasalgaon,Pune,220.4,25.93,26.88,26.86,2025-09-06,COMPLETED,COMPLETED,True,False,NORMAL
TX-000870,FARMER-784,BUYER-66,Cotton,BT Cotton,Grade A,1285.0,Nashik,Agra,201.2,76.36,75.75,77.0,2025-03-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000871,FARMER-960,BUYER-241,Wheat,Kalyan,Grade A,5583.0,Pune,Gondal,239.4,28.4,28.62,28.9,2025-09-17,COMPLETED,COMPLETED,True,False,NORMAL
TX-000872,FARMER-917,BUYER-64,Soyabean,NRC-37,Grade B,1403.0,Ahmedabad,Surat,80.2,46.24,44.84,44.93,2026-01-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000873,FARMER-294,BUYER-237,Potato,Jyoti,Grade B,835.0,Surat,Surat,158.8,22.06,21.42,21.04,2025-10-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-000874,FARMER-174,BUYER-100,Soyabean,JS-335,Grade B,2352.0,Gondal,Ujjain,159.7,46.07,46.67,47.34,2025-11-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000875,FARMER-553,BUYER-249,Wheat,Kalyan,Grade B,5224.0,Indore,Rajkot,85.4,24.7,24.95,24.96,2025-07-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-000876,FARMER-760,BUYER-126,Rice,Common,Grade A,2289.0,Ujjain,Ujjain,97.9,40.69,42.03,41.2,2025-08-14,COMPLETED,COMPLETED,True,False,NORMAL
TX-000877,FARMER-621,BUYER-170,Soyabean,JS-335,Grade A,3518.0,Nashik,Gondal,233.6,50.62,51.62,50.99,2025-08-15,COMPLETED,COMPLETED,True,False,NORMAL
TX-000878,FARMER-337,BUYER-104,Rice,Common,Grade A,5482.0,Indore,Gondal,180.6,40.23,41.08,40.57,2025-11-09,COMPLETED,COMPLETED,True,False,NORMAL
TX-000879,FARMER-275,BUYER-90,Onion,White,Grade C,4913.0,Agra,Pune,201.5,27.26,26.81,27.17,2025-05-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-000880,FARMER-413,BUYER-135,Cotton,Long Staple,Grade A,1578.0,Agra,Pune,197.8,75.31,75.04,74.6,2025-01-03,COMPLETED,COMPLETED,True,False,NORMAL
TX-000881,FARMER-567,BUYER-246,Rice,Basmati,Grade B,1814.0,Nashik,Nashik,23.3,36.77,38.24,38.33,2025-01-13,COMPLETED,COMPLETED,True,False,NORMAL
TX-000882,FARMER-320,BUYER-208,Soyabean,Yellow,Grade A,1397.0,Lasalgaon,Indore,237.1,49.86,52.1,52.43,2025-10-31,COMPLETED,COMPLETED,True,False,NORMAL
TX-000883,FARMER-823,BUYER-174,Wheat,Sharbati,Grade C,5020.0,Rajkot,Gondal,35.6,22.59,22.62,22.27,2025-06-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-000884,FARMER-867,BUYER-68,Cotton,Long Staple,Grade B,1031.0,Ahmedabad,Agra,95.7,71.47,71.8,71.93,2025-04-13,COMPLETED,COMPLETED,True,False,NORMAL
TX-000885,FARMER-670,BUYER-185,Rice,Common,Grade A,5519.0,Gondal,Lasalgaon,240.6,36.99,36.92,36.45,2025-07-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-000886,FARMER-571,BUYER-142,Cotton,BT Cotton,Grade B,2964.0,Nashik,Agra,194.5,75.11,76.45,77.39,2025-01-12,COMPLETED,COMPLETED,True,False,NORMAL
TX-000887,FARMER-951,BUYER-185,Tomato,Desi,Grade A,1827.0,Rajkot,Ujjain,222.1,29.19,29.28,29.44,2025-06-17,COMPLETED,COMPLETED,True,False,NORMAL
TX-000888,FARMER-678,BUYER-73,Potato,Kufri,Grade A,3324.0,Gondal,Agra,232.9,23.33,22.76,22.93,2025-11-09,COMPLETED,COMPLETED,True,False,NORMAL
TX-000889,FARMER-576,BUYER-165,Onion,Garhwa,Grade A,1236.0,Agra,Lasalgaon,129.9,31.65,32.82,32.19,2026-02-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-000890,FARMER-106,BUYER-209,Mustard,Black,Grade A,1332.0,Ahmedabad,Nashik,218.2,57.1,56.44,56.81,2025-10-27,COMPLETED,COMPLETED,True,False,NORMAL
TX-000891,FARMER-688,BUYER-140,Onion,Red,Grade B,1348.0,Ahmedabad,Gondal,35.8,28.4,27.6,27.43,2025-11-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-000892,FARMER-991,BUYER-130,Wheat,Kalyan,Grade A,2981.0,Pune,Nashik,207.3,26.12,25.14,25.59,2025-04-22,COMPLETED,COMPLETED,True,False,NORMAL
TX-000893,FARMER-484,BUYER-56,Soyabean,NRC-37,Grade C,1255.0,Rajkot,Indore,126.5,41.91,41.82,41.14,2025-04-12,COMPLETED,COMPLETED,True,False,NORMAL
TX-000894,FARMER-692,BUYER-235,Potato,Jyoti,Grade B,1162.0,Indore,Agra,108.8,22.22,21.85,21.86,2025-06-12,COMPLETED,COMPLETED,True,False,NORMAL
TX-000895,FARMER-620,BUYER-78,Soyabean,JS-335,Grade A,3694.0,Pune,Gondal,108.0,47.67,47.84,47.46,2025-06-08,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000896,FARMER-186,BUYER-216,Mustard,Yellow,Grade A,3386.0,Lasalgaon,Rajkot,61.0,60.58,58.63,57.79,2025-05-08,COMPLETED,COMPLETED,True,False,NORMAL
TX-000897,FARMER-139,BUYER-65,Wheat,Kalyan,Grade B,3476.0,Pune,Ahmedabad,122.2,23.69,24.88,25.19,2025-03-31,COMPLETED,COMPLETED,True,False,NORMAL
TX-000898,FARMER-212,BUYER-91,Tomato,Hybrid,Grade A,1390.0,Lasalgaon,Nashik,56.2,29.21,29.12,28.58,2025-01-15,COMPLETED,COMPLETED,True,False,NORMAL
TX-000899,FARMER-517,BUYER-61,Mustard,Pusa Bold,Grade B,843.0,Gondal,Rajkot,38.5,56.64,59.86,59.8,2025-04-25,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000900,FARMER-976,BUYER-187,Soyabean,JS-335,Grade C,3719.0,Rajkot,Nashik,134.8,42.29,43.23,43.43,2025-05-12,COMPLETED,COMPLETED,True,False,NORMAL
TX-000901,FARMER-589,BUYER-176,Wheat,Lokwan,Grade A,1735.0,Ahmedabad,Surat,175.0,28.31,28.24,27.79,2026-01-16,COMPLETED,COMPLETED,True,False,NORMAL
TX-000902,FARMER-289,BUYER-236,Rice,Sona Masoori,Grade B,3504.0,Agra,Ujjain,143.7,34.88,34.0,34.22,2025-05-17,COMPLETED,COMPLETED,True,False,NORMAL
TX-000903,FARMER-971,BUYER-58,Mustard,Pusa Bold,Grade A,933.0,Ahmedabad,Rajkot,211.4,55.97,54.9,53.83,2025-01-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-000904,FARMER-978,BUYER-138,Wheat,Kalyan,Grade C,7790.0,Pune,Indore,248.4,21.68,21.82,21.63,2025-08-21,COMPLETED,COMPLETED,True,False,NORMAL
TX-000905,FARMER-445,BUYER-136,Onion,White,Grade A,4411.0,Ujjain,Indore,56.6,31.02,32.13,32.49,2025-12-09,COMPLETED,COMPLETED,True,False,NORMAL
TX-000906,FARMER-126,BUYER-189,Onion,Red,Grade A,2504.0,Gondal,Gondal,151.1,33.85,33.64,33.71,2025-06-01,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000907,FARMER-987,BUYER-179,Onion,White,Grade B,4474.0,Ujjain,Surat,61.2,31.0,30.02,29.84,2025-12-15,COMPLETED,COMPLETED,True,False,NORMAL
TX-000908,FARMER-255,BUYER-194,Tomato,Desi,Grade A,922.0,Ujjain,Ahmedabad,112.4,29.59,30.22,29.89,2025-02-21,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000909,FARMER-833,BUYER-88,Mustard,Black,Grade A,3369.0,Pune,Nashik,208.9,55.02,57.19,56.36,2025-09-25,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000910,FARMER-100,BUYER-69,Rice,Common,Grade B,2525.0,Agra,Agra,24.6,34.9,34.25,33.78,2025-01-31,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000911,FARMER-348,BUYER-150,Onion,Garhwa,Grade B,3121.0,Surat,Lasalgaon,45.5,31.29,31.41,31.52,2025-05-22,COMPLETED,COMPLETED,True,False,NORMAL
TX-000912,FARMER-310,BUYER-163,Onion,Garhwa,Grade A,1906.0,Gondal,Ujjain,98.5,31.34,31.93,31.85,2025-02-22,COMPLETED,COMPLETED,True,False,NORMAL
TX-000913,FARMER-654,BUYER-240,Soyabean,JS-335,Grade A,4414.0,Lasalgaon,Nashik,59.5,50.39,52.76,52.69,2025-01-21,COMPLETED,COMPLETED,True,False,NORMAL
TX-000914,FARMER-997,BUYER-231,Soyabean,Yellow,Grade A,823.0,Agra,Agra,23.7,47.48,48.84,49.74,2025-05-04,COMPLETED,COMPLETED,True,False,NORMAL
TX-000915,FARMER-753,BUYER-76,Rice,Common,Grade B,6381.0,Ujjain,Lasalgaon,122.3,33.91,32.94,33.34,2025-05-09,COMPLETED,COMPLETED,True,False,NORMAL
TX-000916,FARMER-606,BUYER-106,Mustard,Pusa Bold,Grade A,3491.0,Indore,Ujjain,56.1,59.19,60.01,59.73,2025-10-17,COMPLETED,COMPLETED,True,False,NORMAL
TX-000917,FARMER-704,BUYER-214,Potato,Kufri,Grade A,5817.0,Surat,Lasalgaon,157.6,22.61,22.61,22.83,2025-12-30,COMPLETED,COMPLETED,True,False,NORMAL
TX-000918,FARMER-907,BUYER-162,Soyabean,NRC-37,Grade C,553.0,Pune,Pune,23.7,41.86,41.24,40.96,2025-01-14,COMPLETED,COMPLETED,True,False,NORMAL
TX-000919,FARMER-522,BUYER-57,Soyabean,Yellow,Grade A,3200.0,Lasalgaon,Surat,90.9,50.73,52.16,52.72,2025-01-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-000920,FARMER-671,BUYER-247,Cotton,Long Staple,Grade B,1720.0,Ahmedabad,Indore,218.5,73.28,73.82,75.2,2025-06-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-000921,FARMER-413,BUYER-75,Potato,Kufri,Grade B,3920.0,Ahmedabad,Pune,74.5,22.04,21.97,21.85,2025-12-29,COMPLETED,COMPLETED,True,False,NORMAL
TX-000922,FARMER-272,BUYER-132,Tomato,Local,Grade A,1138.0,Ujjain,Ujjain,95.2,30.1,30.13,29.77,2025-10-14,COMPLETED,COMPLETED,True,False,NORMAL
TX-000923,FARMER-712,BUYER-219,Mustard,Yellow,Grade A,1389.0,Lasalgaon,Pune,59.3,61.09,64.32,65.32,2025-07-17,COMPLETED,COMPLETED,True,False,NORMAL
TX-000924,FARMER-683,BUYER-71,Cotton,BT Cotton,Grade B,643.0,Ujjain,Ahmedabad,176.9,76.09,74.68,73.84,2025-05-21,COMPLETED,COMPLETED,True,False,NORMAL
TX-000925,FARMER-550,BUYER-215,Wheat,Lokwan,Grade A,2554.0,Rajkot,Agra,136.3,27.28,27.63,27.53,2025-08-13,COMPLETED,COMPLETED,True,False,NORMAL
TX-000926,FARMER-694,BUYER-152,Mustard,Pusa Bold,Grade A,2850.0,Lasalgaon,Nashik,54.3,55.52,58.38,58.05,2025-07-06,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000927,FARMER-237,BUYER-132,Wheat,Kalyan,Grade B,1496.0,Ujjain,Indore,55.4,24.08,24.6,24.81,2025-02-23,COMPLETED,COMPLETED,True,False,NORMAL
TX-000928,FARMER-667,BUYER-107,Soyabean,Yellow,Grade B,618.0,Agra,Indore,139.4,48.4,82.37,82.37,2025-08-12,DEFAULTED,DISPUTED,True,True,EXTREME_HIGH_OFFER
TX-000929,FARMER-455,BUYER-172,Onion,Red,Grade B,701.0,Nashik,Agra,85.4,31.7,32.32,32.66,2026-01-08,COMPLETED,COMPLETED,True,False,NORMAL
TX-000930,FARMER-505,BUYER-105,Soyabean,Yellow,Grade B,3166.0,Lasalgaon,Surat,155.4,43.54,42.47,42.78,2025-09-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-000931,FARMER-106,BUYER-206,Tomato,Desi,Grade B,1886.0,Gondal,Agra,44.0,27.23,28.15,28.26,2025-07-31,COMPLETED,COMPLETED,True,False,NORMAL
TX-000932,FARMER-283,BUYER-96,Tomato,Desi,Grade C,2267.0,Lasalgaon,Gondal,50.7,24.42,25.71,25.61,2025-07-26,COMPLETED,COMPLETED,True,False,NORMAL
TX-000933,FARMER-241,BUYER-137,Onion,Red,Grade A,1216.0,Pune,Nashik,210.0,33.33,32.59,32.78,2025-04-05,COMPLETED,COMPLETED,True,False,NORMAL
TX-000934,FARMER-562,BUYER-242,Potato,Kufri,Grade A,5336.0,Rajkot,Ujjain,43.0,24.91,24.11,23.64,2025-07-11,COMPLETED,COMPLETED,True,False,NORMAL
TX-000935,FARMER-413,BUYER-57,Cotton,BT Cotton,Grade C,1160.0,Agra,Indore,70.0,59.74,58.26,57.46,2025-04-22,COMPLETED,COMPLETED,True,False,NORMAL
TX-000936,FARMER-281,BUYER-162,Onion,Garhwa,Grade A,4167.0,Rajkot,Agra,38.5,30.89,32.11,32.67,2025-10-03,PENDING,IN_NEGOTIATION,True,False,NORMAL
TX-000937,FARMER-210,BUYER-139,Onion,Garhwa,Grade B,4541.0,Indore,Surat,162.8,28.49,29.8,29.86,2025-11-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-000938,FARMER-558,BUYER-79,Potato,Lauvkar,Grade A,1278.0,Indore,Surat,204.7,24.16,25.17,25.48,2025-01-22,COMPLETED,COMPLETED,True,False,NORMAL
TX-000939,FARMER-824,BUYER-243,Potato,Kufri,Grade A,4101.0,Ujjain,Agra,156.5,23.7,24.41,24.2,2025-09-30,COMPLETED,COMPLETED,True,False,NORMAL
TX-000940,FARMER-881,BUYER-100,Rice,Common,Grade B,3328.0,Gondal,Indore,35.2,36.77,37.2,37.2,2025-02-23,COMPLETED,COMPLETED,True,False,NORMAL
TX-000941,FARMER-394,BUYER-247,Tomato,Desi,Grade B,808.0,Gondal,Nashik,226.3,26.66,26.86,27.12,2026-01-18,COMPLETED,COMPLETED,True,False,NORMAL
TX-000942,FARMER-148,BUYER-127,Mustard,Black,Grade A,20210.0,Pune,Ujjain,145.3,58.26,52.43,52.43,2025-04-02,COMPLETED,COMPLETED,True,True,ABNORMAL_QUANTITY
TX-000943,FARMER-319,BUYER-75,Soyabean,JS-335,Grade C,3321.0,Gondal,Surat,139.0,39.8,38.39,37.94,2025-10-20,COMPLETED,COMPLETED,True,False,NORMAL
TX-000944,FARMER-397,BUYER-51,Wheat,Kalyan,Grade B,6785.0,Ahmedabad,Pune,211.8,23.75,23.64,23.73,2025-07-10,COMPLETED,COMPLETED,True,False,NORMAL
TX-000945,FARMER-364,BUYER-158,Rice,Basmati,Grade C,4747.0,Nashik,Pune,211.9,30.45,30.25,29.87,2025-08-01,COMPLETED,COMPLETED,True,False,NORMAL
TX-000946,FARMER-359,BUYER-203,Tomato,Desi,Grade B,413.0,Indore,Ahmedabad,175.9,29.44,28.61,28.94,2025-04-25,COMPLETED,COMPLETED,True,False,NORMAL
TX-000947,FARMER-649,BUYER-133,Onion,Garhwa,Grade A,3532.0,Pune,Nashik,210.4,31.02,30.5,30.37,2025-05-26,COMPLETED,COMPLETED,True,False,NORMAL
TX-000948,FARMER-306,BUYER-72,Soyabean,JS-335,Grade A,4482.0,Indore,Indore,14.1,52.43,52.65,53.06,2025-04-28,COMPLETED,COMPLETED,True,False,NORMAL
TX-000949,FARMER-546,BUYER-207,Cotton,Medium Staple,Grade B,20470.0,Rajkot,Ujjain,198.7,69.68,62.71,62.71,2025-04-07,COMPLETED,COMPLETED,True,True,ABNORMAL_QUANTITY
TX-000950,FARMER-114,BUYER-89,Cotton,Medium Staple,Grade C,1725.0,Surat,Rajkot,438.9,59.96,59.55,59.85,2025-03-20,COMPLETED,COMPLETED,True,False,NORMAL
